StartupID,StartupName,Founders,FoundedYear,City,Sector,FundingStage,FundingAmount,Status
1064,Startup_1064,Founder_492,2000,Bangalore,Technology,Series B,8994633,Active
1065,Startup_1065,Founder_473,2021,Delhi,FinTech,Seed,179253,Active
1066,Startup_1066,Founder_247,2004,Hyderabad,FinTech,Series B,5879480,Active
1067,Startup_1067,Founder_476,2023,Bangalore,FinTech,Series B,6739082,Closed
1068,Startup_1068,Founder_348,2010,Delhi,FinTech,Seed,64594,Acquired
1069,Startup_1069,Founder_351,2010,Mumbai,Technology,Series A,788167,Active
1070,Startup_1070,Founder_174,2012,Hyderabad,FinTech,Series A,1397435,Closed
1071,Startup_1071,Founder_200,2005,Hyderabad,Technology,Series B,7916201,Active
1072,Startup_1072,Founder_364,2001,Mumbai,E-Commerce,Seed,140299,Active
1073,Startup_1073,Founder_191,2014,Mumbai,Technology,Series B,3468113,Active
1074,Startup_1074,Founder_192,2001,Chennai,Technology,Seed,126332,Acquired
1075,Startup_1075,Founder_13,2015,Delhi,Technology,Series A,913274,Acquired
1076,Startup_1076,Founder_376,2016,Mumbai,Education,Series B,3202045,IPO
1077,Startup_1077,Founder_447,2003,Delhi,Healthcare,Series A,630308,Closed
1078,Startup_1078,Founder_19,2014,Mumbai,Education,Seed,11077,Active
1079,Startup_1079,Founder_478,2001,Hyderabad,Healthcare,Seed,97369,Active
1080,Startup_1080,Founder_456,2001,Bangalore,FinTech,Series B,2188578,Acquired
1081,Startup_1081,Founder_389,2009,Hyderabad,Technology,Series B,3682381,Active
1082,Startup_1082,Founder_147,2008,Delhi,E-Commerce,Series C,17895414,Active
1083,Startup_1083,Founder_77,2005,Mumbai,Technology,Seed,173301,Acquired
1084,Startup_1084,Founder_264,2003,Bangalore,FinTech,Series B,6608413,Active
1085,Startup_1085,Founder_139,2004,Chennai,E-Commerce,Series A,559189,Active
1086,Startup_1086,Founder_160,2019,Mumbai,FinTech,Series C,13404176,Active
1087,Startup_1087,Founder_15,2015,Hyderabad,Technology,Seed,110558,Active
1088,Startup_1088,Founder_45,2013,Mumbai,Technology,Series C,33865543,Active
1089,Startup_1089,Founder_171,2006,Chennai,Education,Seed,132079,Acquired
1090,Startup_1090,Founder_68,2002,Hyderabad,FinTech,Seed,129428,Active
1091,Startup_1091,Founder_351,2020,Chennai,Education,Series C,41577799,Active
1092,Startup_1092,Founder_486,2007,Bangalore,Healthcare,Series B,9657638,Active
1093,Startup_1093,Founder_201,2005,Hyderabad,Healthcare,Series B,8616755,Active
1094,Startup_1094,Founder_233,2015,Bangalore,Technology,Series C,17575722,Active
1095,Startup_1095,Founder_246,2014,Bangalore,E-Commerce,Series B,7070412,Acquired
1096,Startup_1096,Founder_66,2016,Bangalore,E-Commerce,Seed,95424,Acquired
1097,Startup_1097,Founder_333,2002,Mumbai,FinTech,Series C,36898338,Closed
1098,Startup_1098,Founder_212,2007,Hyderabad,E-Commerce,Series A,1211612,Active
1099,Startup_1099,Founder_34,2010,Bangalore,Healthcare,Series C,39216092,Acquired
1100,Startup_1100,Founder_404,2010,Delhi,Healthcare,Series A,562986,Closed
1101,Startup_1101,Founder_343,2002,Chennai,Education,Series C,17672077,Closed
1102,Startup_1102,Founder_306,2014,Mumbai,FinTech,Seed,126710,Active
1103,Startup_1103,Founder_158,2012,Bangalore,Healthcare,Seed,189701,Closed
1104,Startup_1104,Founder_395,2012,Mumbai,FinTech,Seed,33732,Active
1105,Startup_1105,Founder_419,2004,Delhi,Education,Seed,48463,Closed
1106,Startup_1106,Founder_77,2014,Delhi,E-Commerce,Series C,48784320,Active
1107,Startup_1107,Founder_101,2006,Hyderabad,E-Commerce,Series B,6783825,Closed
1108,Startup_1108,Founder_156,2013,Chennai,E-Commerce,Seed,162758,Active
1109,Startup_1109,Founder_314,2016,Mumbai,Technology,Series B,2523537,Active
1110,Startup_1110,Founder_462,2017,Bangalore,Technology,Series B,2920216,Active
1111,Startup_1111,Founder_444,2000,Mumbai,FinTech,Series C,31349162,Closed
1112,Startup_1112,Founder_196,2012,Mumbai,FinTech,Series A,1589337,Active
1113,Startup_1113,Founder_244,2004,Bangalore,FinTech,Series C,34178510,Active
1114,Startup_1114,Founder_79,2009,Hyderabad,Technology,Series A,224332,Active
1115,Startup_1115,Founder_332,2000,Bangalore,Education,Series C,39308797,Active
1116,Startup_1116,Founder_44,2004,Hyderabad,E-Commerce,Series C,38568523,Closed
1117,Startup_1117,Founder_93,2014,Delhi,E-Commerce,Series C,35817767,Active
1118,Startup_1118,Founder_116,2005,Mumbai,Healthcare,Seed,161503,Acquired
1119,Startup_1119,Founder_434,2023,Mumbai,Education,Series B,5446357,Acquired
1120,Startup_1120,Founder_296,2011,Bangalore,Technology,Series C,34734891,Active
1121,Startup_1121,Founder_298,2015,Hyderabad,Technology,Series A,1731309,Closed
1122,Startup_1122,Founder_270,2008,Delhi,FinTech,Seed,147194,Closed
1123,Startup_1123,Founder_46,2007,Delhi,Healthcare,Seed,189325,Closed
1124,Startup_1124,Founder_277,2018,Mumbai,Healthcare,Seed,100058,Acquired
1125,Startup_1125,Founder_399,2000,Delhi,FinTech,Series C,48518159,Closed
1126,Startup_1126,Founder_170,2013,Mumbai,E-Commerce,Series B,3405160,Active
1127,Startup_1127,Founder_356,2019,Chennai,E-Commerce,Series B,2515209,Closed
1128,Startup_1128,Founder_243,2018,Bangalore,FinTech,Seed,182050,Active
1129,Startup_1129,Founder_415,2023,Hyderabad,Technology,Series B,6066463,Active
1130,Startup_1130,Founder_65,2016,Bangalore,E-Commerce,Series B,3111815,Closed
1131,Startup_1131,Founder_144,2008,Mumbai,Technology,Seed,168288,Active
1132,Startup_1132,Founder_466,2018,Chennai,Technology,Series C,34814631,Active
1133,Startup_1133,Founder_134,2022,Mumbai,FinTech,Series A,1876404,Acquired
1134,Startup_1134,Founder_442,2001,Mumbai,Technology,Series A,1448946,Active
1135,Startup_1135,Founder_429,2015,Chennai,E-Commerce,Series C,25968382,Closed
1136,Startup_1136,Founder_226,2023,Hyderabad,Technology,Series A,1411645,Closed
1137,Startup_1137,Founder_432,2011,Bangalore,Healthcare,Series B,8337458,Active
1138,Startup_1138,Founder_27,2005,Delhi,E-Commerce,Series C,30224405,Acquired
1139,Startup_1139,Founder_383,2017,Bangalore,E-Commerce,Series C,41849167,Active
1140,Startup_1140,Founder_75,2016,Delhi,Technology,Series B,9778106,Active
1141,Startup_1141,Founder_196,2021,Mumbai,FinTech,Seed,35523,Acquired
1142,Startup_1142,Founder_327,2011,Delhi,Healthcare,Series B,4809910,Active
1143,Startup_1143,Founder_137,2003,Mumbai,Healthcare,Series C,40944473,IPO
1144,Startup_1144,Founder_346,2023,Mumbai,Education,Series A,1290419,Active
1145,Startup_1145,Founder_347,2022,Bangalore,E-Commerce,Seed,186370,Active
1146,Startup_1146,Founder_426,2002,Bangalore,E-Commerce,Seed,147694,Active
1147,Startup_1147,Founder_351,2014,Mumbai,Technology,Series B,4113057,Active
1148,Startup_1148,Founder_18,2000,Hyderabad,Technology,Seed,165749,Closed
1149,Startup_1149,Founder_458,2006,Hyderabad,Healthcare,Seed,195617,Active
1150,Startup_1150,Founder_45,2019,Bangalore,E-Commerce,Series A,432458,Closed
1151,Startup_1151,Founder_95,2008,Mumbai,FinTech,Seed,177452,Active
1152,Startup_1152,Founder_473,2008,Chennai,E-Commerce,Series B,4158695,Active
1153,Startup_1153,Founder_400,2002,Mumbai,Education,Seed,110348,Active
1154,Startup_1154,Founder_171,2001,Mumbai,E-Commerce,Series A,1123952,Active
1155,Startup_1155,Founder_252,2006,Hyderabad,E-Commerce,Series A,1553676,Acquired
1156,Startup_1156,Founder_56,2004,Delhi,Education,Series C,24655669,Closed
1157,Startup_1157,Founder_330,2003,Delhi,Education,Series B,2866435,Active
1158,Startup_1158,Founder_38,2002,Delhi,Education,Series B,8519937,Active
1159,Startup_1159,Founder_10,2015,Bangalore,Healthcare,Seed,19918,Closed
1160,Startup_1160,Founder_200,2008,Bangalore,Healthcare,Series B,9588481,Active
1161,Startup_1161,Founder_295,2000,Delhi,Education,Series C,42087393,Active
1162,Startup_1162,Founder_207,2023,Chennai,Technology,Series A,206936,Active
1163,Startup_1163,Founder_489,2022,Chennai,FinTech,Seed,158699,Acquired
1164,Startup_1164,Founder_479,2011,Mumbai,Healthcare,Series B,5360600,Active
1165,Startup_1165,Founder_324,2020,Bangalore,E-Commerce,Series B,2674920,Active
1166,Startup_1166,Founder_390,2009,Hyderabad,Technology,Series A,1362819,Active
1167,Startup_1167,Founder_496,2012,Hyderabad,Technology,Series B,7837483,Active
1168,Startup_1168,Founder_459,2003,Hyderabad,Healthcare,Series B,6081087,Active
1169,Startup_1169,Founder_454,2020,Delhi,Education,Series A,493481,Active
1170,Startup_1170,Founder_99,2000,Chennai,Healthcare,Series A,1225995,Active
1171,Startup_1171,Founder_33,2017,Hyderabad,E-Commerce,Series C,45832109,Active
1172,Startup_1172,Founder_495,2000,Bangalore,E-Commerce,Seed,98530,Closed
1173,Startup_1173,Founder_22,2012,Bangalore,Technology,Series C,46008025,Active
1174,Startup_1174,Founder_380,2018,Bangalore,Technology,Seed,47117,Acquired
1175,Startup_1175,Founder_335,2000,Delhi,Healthcare,Seed,73617,Closed
1176,Startup_1176,Founder_333,2004,Bangalore,Technology,Seed,90566,Active
1177,Startup_1177,Founder_234,2019,Bangalore,Healthcare,Seed,37874,Active
1178,Startup_1178,Founder_255,2019,Hyderabad,Technology,Seed,63121,Active
1179,Startup_1179,Founder_173,2023,Hyderabad,E-Commerce,Series B,3013364,Closed
1180,Startup_1180,Founder_295,2017,Bangalore,E-Commerce,Series A,1802702,Active
1181,Startup_1181,Founder_304,2005,Mumbai,Technology,Seed,81799,Active
1182,Startup_1182,Founder_388,2013,Bangalore,Healthcare,Series B,6642320,Active
1183,Startup_1183,Founder_225,2007,Delhi,Technology,Series A,409647,Closed
1184,Startup_1184,Founder_314,2012,Chennai,Technology,Seed,137655,Active
1185,Startup_1185,Founder_4,2000,Bangalore,Technology,Series B,5491525,Closed
1186,Startup_1186,Founder_414,2015,Hyderabad,Technology,Series A,500076,Closed
1187,Startup_1187,Founder_139,2016,Delhi,E-Commerce,Series A,566055,Closed
1188,Startup_1188,Founder_355,2001,Hyderabad,Technology,Series C,15907002,Closed
1189,Startup_1189,Founder_424,2009,Mumbai,E-Commerce,Seed,156200,Active
1190,Startup_1190,Founder_99,2003,Delhi,Technology,Series B,9237112,IPO
1191,Startup_1191,Founder_277,2016,Bangalore,FinTech,Series A,779708,Active
1192,Startup_1192,Founder_100,2003,Bangalore,Healthcare,Series C,43387655,Active
1193,Startup_1193,Founder_82,2021,Bangalore,Technology,Series B,4391294,Active
1194,Startup_1194,Founder_223,2008,Mumbai,Healthcare,Series C,12906987,Active
1195,Startup_1195,Founder_380,2001,Delhi,Technology,Series A,1847296,Active
1196,Startup_1196,Founder_249,2016,Bangalore,Technology,Series A,1712891,Active
1197,Startup_1197,Founder_304,2018,Mumbai,E-Commerce,Series A,1766754,Closed
1198,Startup_1198,Founder_460,2010,Bangalore,Education,Seed,95493,Active
1199,Startup_1199,Founder_51,2007,Chennai,E-Commerce,Series A,987548,Active
1200,Startup_1200,Founder_38,2015,Delhi,FinTech,Seed,124259,Active
1201,Startup_1201,Founder_111,2019,Delhi,Technology,Series C,35064159,Active
1202,Startup_1202,Founder_235,2023,Bangalore,Healthcare,Series B,4262361,Active
1203,Startup_1203,Founder_172,2004,Bangalore,Healthcare,Seed,83558,Active
1204,Startup_1204,Founder_57,2014,Delhi,E-Commerce,Series A,1794547,Active
1205,Startup_1205,Founder_113,2009,Hyderabad,Technology,Series A,1412408,Acquired
1206,Startup_1206,Founder_438,2007,Bangalore,E-Commerce,Series C,24525217,Closed
1207,Startup_1207,Founder_243,2014,Mumbai,Technology,Series C,26552681,Active
1208,Startup_1208,Founder_168,2013,Delhi,Technology,Series A,1403137,Active
1209,Startup_1209,Founder_214,2001,Bangalore,FinTech,Seed,121594,Acquired
1210,Startup_1210,Founder_202,2015,Hyderabad,Technology,Series C,43238016,Active
1211,Startup_1211,Founder_43,2017,Chennai,Technology,Series C,24630167,Active
1212,Startup_1212,Founder_184,2009,Mumbai,Healthcare,Seed,14175,Acquired
1213,Startup_1213,Founder_343,2009,Bangalore,Education,Series C,48277607,IPO
1214,Startup_1214,Founder_299,2000,Delhi,FinTech,Series A,1674580,Active
1215,Startup_1215,Founder_95,2011,Hyderabad,FinTech,Seed,174444,Active
1216,Startup_1216,Founder_198,2022,Mumbai,FinTech,Seed,87749,Active
1217,Startup_1217,Founder_386,2008,Hyderabad,Healthcare,Series A,1851909,Closed
1218,Startup_1218,Founder_42,2019,Mumbai,Education,Seed,144935,Closed
1219,Startup_1219,Founder_187,2001,Bangalore,E-Commerce,Series B,5903662,Closed
1220,Startup_1220,Founder_21,2011,Mumbai,Technology,Seed,156999,Closed
1221,Startup_1221,Founder_397,2006,Bangalore,E-Commerce,Series A,1331694,Active
1222,Startup_1222,Founder_333,2015,Chennai,Education,Series A,1779519,IPO
1223,Startup_1223,Founder_390,2007,Mumbai,E-Commerce,Series B,6224217,Closed
1224,Startup_1224,Founder_217,2008,Bangalore,Technology,Series B,4895970,Active
1225,Startup_1225,Founder_249,2016,Delhi,Technology,Series C,45695505,Closed
1226,Startup_1226,Founder_423,2017,Mumbai,FinTech,Series B,8710079,Closed
1227,Startup_1227,Founder_485,2022,Bangalore,Technology,Series C,15859191,Active
1228,Startup_1228,Founder_201,2005,Mumbai,Technology,Seed,53192,Active
1229,Startup_1229,Founder_58,2022,Bangalore,FinTech,Series A,628356,Acquired
1230,Startup_1230,Founder_488,2020,Bangalore,E-Commerce,Series C,46335084,Active
1231,Startup_1231,Founder_243,2011,Mumbai,FinTech,Seed,86419,Active
1232,Startup_1232,Founder_33,2000,Bangalore,FinTech,Series B,5453520,Acquired
1233,Startup_1233,Founder_176,2020,Hyderabad,E-Commerce,Series C,49819531,Closed
1234,Startup_1234,Founder_357,2016,Delhi,FinTech,Series C,30406620,Acquired
1235,Startup_1235,Founder_68,2009,Bangalore,E-Commerce,Series A,1215531,Active
1236,Startup_1236,Founder_498,2009,Chennai,Technology,Series A,940548,Active
1237,Startup_1237,Founder_234,2005,Hyderabad,Technology,Series B,3529079,Active
1238,Startup_1238,Founder_430,2022,Hyderabad,Healthcare,Series A,538175,Active
1239,Startup_1239,Founder_60,2001,Mumbai,FinTech,Series A,1124610,Active
1240,Startup_1240,Founder_190,2005,Bangalore,FinTech,Seed,184470,Active
1241,Startup_1241,Founder_177,2004,Mumbai,FinTech,Series A,1319130,Active
1242,Startup_1242,Founder_63,2000,Mumbai,FinTech,Series A,1160581,Active
1243,Startup_1243,Founder_80,2000,Chennai,FinTech,Series B,7429475,Closed
1244,Startup_1244,Founder_152,2015,Mumbai,Education,Series A,1876832,Acquired
1245,Startup_1245,Founder_374,2014,Mumbai,Healthcare,Seed,135562,Active
1246,Startup_1246,Founder_72,2021,Delhi,Technology,Series B,2208000,Active
1247,Startup_1247,Founder_317,2007,Delhi,E-Commerce,Seed,95555,Active
1248,Startup_1248,Founder_312,2020,Bangalore,FinTech,Series A,1838469,IPO
1249,Startup_1249,Founder_143,2006,Bangalore,Technology,Series C,15863766,Acquired
1250,Startup_1250,Founder_202,2006,Delhi,E-Commerce,Seed,184788,Active
1251,Startup_1251,Founder_204,2004,Chennai,E-Commerce,Series B,5238947,Active
1252,Startup_1252,Founder_7,2009,Mumbai,E-Commerce,Series B,5737762,Acquired
1253,Startup_1253,Founder_45,2006,Chennai,FinTech,Series C,39695965,Active
1254,Startup_1254,Founder_84,2023,Mumbai,Education,Series C,19366228,Closed
1255,Startup_1255,Founder_307,2002,Bangalore,Technology,Series B,5981343,Acquired
1256,Startup_1256,Founder_172,2002,Hyderabad,Education,Series C,15935663,Active
1257,Startup_1257,Founder_210,2020,Mumbai,E-Commerce,Series A,1365626,Active
1258,Startup_1258,Founder_364,2018,Chennai,Technology,Series A,590083,Active
1259,Startup_1259,Founder_149,2017,Delhi,Technology,Series B,9001008,Acquired
1260,Startup_1260,Founder_156,2015,Delhi,Education,Series C,25067297,Active
1261,Startup_1261,Founder_406,2000,Bangalore,E-Commerce,Series B,7373366,Closed
1262,Startup_1262,Founder_242,2003,Hyderabad,Healthcare,Series B,5499364,Active
1263,Startup_1263,Founder_252,2022,Hyderabad,E-Commerce,Seed,41288,IPO
1264,Startup_1264,Founder_142,2015,Bangalore,Healthcare,Series B,6874332,Acquired
1265,Startup_1265,Founder_290,2013,Mumbai,Healthcare,Series C,18025125,Active
1266,Startup_1266,Founder_263,2023,Delhi,Technology,Series B,3366061,Acquired
1267,Startup_1267,Founder_30,2004,Mumbai,FinTech,Series A,949491,Active
1268,Startup_1268,Founder_28,2008,Mumbai,E-Commerce,Series B,2408650,Active
1269,Startup_1269,Founder_150,2016,Hyderabad,Technology,Series A,1807346,Closed
1270,Startup_1270,Founder_94,2003,Hyderabad,Education,Series A,1340247,Active
1271,Startup_1271,Founder_447,2010,Hyderabad,E-Commerce,Series B,7749918,Closed
1272,Startup_1272,Founder_353,2011,Bangalore,FinTech,Series B,8906465,Active
1273,Startup_1273,Founder_7,2004,Delhi,E-Commerce,Series B,8533113,Acquired
1274,Startup_1274,Founder_211,2010,Bangalore,Technology,Series A,524125,Acquired
1275,Startup_1275,Founder_114,2006,Delhi,Healthcare,Seed,119404,Active
1276,Startup_1276,Founder_470,2002,Bangalore,Technology,Seed,135702,Active
1277,Startup_1277,Founder_160,2022,Mumbai,Technology,Series C,45106063,IPO
1278,Startup_1278,Founder_497,2010,Bangalore,Education,Series B,2241252,IPO
1279,Startup_1279,Founder_418,2003,Bangalore,Technology,Series A,1642939,Active
1280,Startup_1280,Founder_158,2004,Bangalore,Technology,Seed,121360,Closed
1281,Startup_1281,Founder_391,2003,Bangalore,Technology,Series C,38940528,Active
1282,Startup_1282,Founder_101,2003,Bangalore,Healthcare,Seed,132967,Active
1283,Startup_1283,Founder_466,2008,Bangalore,Technology,Series B,7600120,Active
1284,Startup_1284,Founder_387,2003,Bangalore,Healthcare,Series A,1432292,Active
1285,Startup_1285,Founder_95,2021,Mumbai,Technology,Seed,48156,IPO
1286,Startup_1286,Founder_483,2008,Delhi,E-Commerce,Series B,3346852,Acquired
1287,Startup_1287,Founder_400,2023,Hyderabad,E-Commerce,Seed,35979,Acquired
1288,Startup_1288,Founder_391,2000,Delhi,Technology,Series A,791096,Active
1289,Startup_1289,Founder_462,2017,Bangalore,Education,Seed,66102,Acquired
1290,Startup_1290,Founder_436,2022,Delhi,E-Commerce,Series A,1122046,Closed
1291,Startup_1291,Founder_491,2003,Bangalore,E-Commerce,Series C,38460322,Active
1292,Startup_1292,Founder_264,2007,Mumbai,Technology,Series B,3036961,Active
1293,Startup_1293,Founder_57,2016,Bangalore,FinTech,Series B,7911711,Active
1294,Startup_1294,Founder_286,2023,Bangalore,Technology,Series B,6141563,Active
1295,Startup_1295,Founder_198,2009,Delhi,Healthcare,Series B,7763364,Active
1296,Startup_1296,Founder_116,2017,Mumbai,E-Commerce,Series C,22669145,Active
1297,Startup_1297,Founder_459,2015,Hyderabad,E-Commerce,Series A,226813,Closed
1298,Startup_1298,Founder_252,2021,Bangalore,E-Commerce,Series C,45075278,Closed
1299,Startup_1299,Founder_347,2002,Bangalore,Technology,Series C,36885440,Closed
1300,Startup_1300,Founder_303,2003,Chennai,Technology,Seed,105344,Active
1301,Startup_1301,Founder_174,2006,Hyderabad,E-Commerce,Seed,71045,Active
1302,Startup_1302,Founder_372,2015,Mumbai,Education,Series B,8344328,Closed
1303,Startup_1303,Founder_483,2012,Mumbai,FinTech,Series C,42516449,Acquired
1304,Startup_1304,Founder_143,2004,Chennai,FinTech,Seed,42031,Active
1305,Startup_1305,Founder_251,2015,Bangalore,Healthcare,Series A,262334,Active
1306,Startup_1306,Founder_378,2001,Bangalore,FinTech,Seed,56948,Active
1307,Startup_1307,Founder_310,2021,Mumbai,Technology,Series B,7217435,Closed
1308,Startup_1308,Founder_50,2002,Hyderabad,Education,Series C,41274195,Active
1309,Startup_1309,Founder_151,2021,Delhi,FinTech,Series B,6550300,Active
1310,Startup_1310,Founder_415,2017,Delhi,Technology,Seed,122828,Active
1311,Startup_1311,Founder_197,2014,Mumbai,E-Commerce,Series C,40847008,Active
1312,Startup_1312,Founder_17,2005,Delhi,Healthcare,Series B,9421403,Closed
1313,Startup_1313,Founder_85,2015,Delhi,Technology,Series B,8003921,Active
1314,Startup_1314,Founder_250,2003,Delhi,Healthcare,Series C,47163808,Closed
1315,Startup_1315,Founder_277,2018,Delhi,FinTech,Series A,1262595,Active
1316,Startup_1316,Founder_201,2008,Delhi,Healthcare,Series C,33673575,IPO
1317,Startup_1317,Founder_146,2010,Bangalore,Technology,Seed,43606,Active
1318,Startup_1318,Founder_179,2023,Delhi,Technology,Series B,5192480,Active
1319,Startup_1319,Founder_220,2011,Mumbai,E-Commerce,Series B,2473530,Closed
1320,Startup_1320,Founder_126,2007,Mumbai,Healthcare,Series B,6970515,Active
1321,Startup_1321,Founder_467,2022,Bangalore,E-Commerce,Seed,98498,Active
1322,Startup_1322,Founder_11,2017,Mumbai,Technology,Series C,38351685,Acquired
1323,Startup_1323,Founder_264,2013,Mumbai,Technology,Series C,49459289,Active
1324,Startup_1324,Founder_163,2012,Delhi,E-Commerce,Series B,6802802,Active
1325,Startup_1325,Founder_414,2015,Bangalore,Healthcare,Series A,904574,Acquired
1326,Startup_1326,Founder_258,2021,Mumbai,Technology,Series B,5047869,Active
1327,Startup_1327,Founder_104,2015,Hyderabad,Technology,Series A,802628,Active
1328,Startup_1328,Founder_25,2009,Delhi,E-Commerce,Series A,1509823,IPO
1329,Startup_1329,Founder_491,2002,Chennai,FinTech,Seed,165153,Active
1330,Startup_1330,Founder_140,2002,Delhi,FinTech,Series C,38662591,Active
1331,Startup_1331,Founder_178,2002,Hyderabad,E-Commerce,Series B,5631516,Closed
1332,Startup_1332,Founder_277,2010,Bangalore,E-Commerce,Series C,26862094,Closed
1333,Startup_1333,Founder_264,2014,Hyderabad,Education,Series A,239013,Closed
1334,Startup_1334,Founder_361,2016,Bangalore,FinTech,Series C,24291020,Closed
1335,Startup_1335,Founder_493,2023,Delhi,E-Commerce,Series C,47991431,Closed
1336,Startup_1336,Founder_321,2001,Delhi,Technology,Series B,5879619,Active
1337,Startup_1337,Founder_124,2004,Chennai,Healthcare,Series B,9081008,Active
1338,Startup_1338,Founder_211,2010,Bangalore,Healthcare,Series A,1974121,Active
1339,Startup_1339,Founder_137,2009,Hyderabad,Technology,Series B,7761756,Closed
1340,Startup_1340,Founder_121,2012,Mumbai,Technology,Series A,602477,Active
1341,Startup_1341,Founder_126,2009,Delhi,FinTech,Series C,38321224,Closed
1342,Startup_1342,Founder_464,2001,Bangalore,Technology,Series B,3144463,Active
1343,Startup_1343,Founder_133,2008,Hyderabad,FinTech,Series A,1551182,Active
1344,Startup_1344,Founder_494,2023,Delhi,Technology,Seed,32001,Active
1345,Startup_1345,Founder_309,2009,Bangalore,E-Commerce,Series B,7634393,Closed
1346,Startup_1346,Founder_454,2002,Mumbai,Education,Series A,695014,Active
1347,Startup_1347,Founder_293,2023,Delhi,Technology,Series B,6164533,Active
1348,Startup_1348,Founder_122,2019,Bangalore,Education,Series B,4762250,Acquired
1349,Startup_1349,Founder_378,2012,Chennai,Education,Series A,1086820,Active
1350,Startup_1350,Founder_74,2003,Bangalore,Technology,Series B,5686586,Active
1351,Startup_1351,Founder_131,2018,Bangalore,FinTech,Series B,7868818,Active
1352,Startup_1352,Founder_163,2017,Mumbai,FinTech,Series A,782449,Active
1353,Startup_1353,Founder_186,2015,Chennai,E-Commerce,Series B,2176783,Closed
1354,Startup_1354,Founder_496,2019,Bangalore,Education,Seed,191058,Closed
1355,Startup_1355,Founder_123,2008,Delhi,E-Commerce,Series B,7359893,Closed
1356,Startup_1356,Founder_186,2021,Bangalore,FinTech,Series A,1998616,Active
1357,Startup_1357,Founder_199,2000,Mumbai,E-Commerce,Series B,2757074,IPO
1358,Startup_1358,Founder_121,2009,Bangalore,Technology,Series C,31285881,IPO
1359,Startup_1359,Founder_330,2013,Bangalore,E-Commerce,Seed,138894,Acquired
1360,Startup_1360,Founder_378,2013,Mumbai,Education,Series C,16737432,Active
1361,Startup_1361,Founder_358,2008,Delhi,Technology,Series B,5530517,Closed
1362,Startup_1362,Founder_374,2017,Chennai,E-Commerce,Series C,11835487,IPO
1363,Startup_1363,Founder_27,2020,Hyderabad,Technology,Series C,19132994,Active
1364,Startup_1364,Founder_206,2006,Hyderabad,E-Commerce,Series B,6830238,Active
1365,Startup_1365,Founder_57,2005,Mumbai,FinTech,Series A,1976204,Closed
1366,Startup_1366,Founder_352,2013,Mumbai,FinTech,Series C,18959691,Active
1367,Startup_1367,Founder_89,2021,Hyderabad,E-Commerce,Series B,3666512,Active
1368,Startup_1368,Founder_213,2011,Bangalore,E-Commerce,Series C,48278262,Active
1369,Startup_1369,Founder_11,2000,Delhi,Healthcare,Series A,386597,Active
1370,Startup_1370,Founder_102,2008,Hyderabad,Technology,Seed,115128,Closed
1371,Startup_1371,Founder_220,2019,Mumbai,Technology,Seed,106448,Active
1372,Startup_1372,Founder_485,2018,Bangalore,Technology,Series C,40447819,Closed
1373,Startup_1373,Founder_254,2003,Bangalore,Education,Series A,599600,Active
1374,Startup_1374,Founder_148,2023,Delhi,E-Commerce,Series A,1104519,Active
1375,Startup_1375,Founder_308,2006,Mumbai,Education,Series A,1077303,Active
1376,Startup_1376,Founder_210,2004,Bangalore,E-Commerce,Series B,3975396,Closed
1377,Startup_1377,Founder_231,2007,Mumbai,FinTech,Series C,15753825,Active
1378,Startup_1378,Founder_241,2004,Mumbai,Healthcare,Series C,24241686,Closed
1379,Startup_1379,Founder_197,2022,Mumbai,Education,Series B,2612834,Active
1380,Startup_1380,Founder_286,2001,Bangalore,E-Commerce,Series A,1187616,Active
1381,Startup_1381,Founder_311,2021,Hyderabad,Education,Seed,11405,Active
1382,Startup_1382,Founder_259,2019,Mumbai,E-Commerce,Series C,34890759,Active
1383,Startup_1383,Founder_496,2017,Bangalore,FinTech,Series A,745871,Active
1384,Startup_1384,Founder_258,2015,Mumbai,FinTech,Series A,388005,Active
1385,Startup_1385,Founder_364,2016,Delhi,Technology,Series B,2980142,Active
1386,Startup_1386,Founder_23,2004,Delhi,E-Commerce,Series B,9769839,Active
1387,Startup_1387,Founder_145,2008,Hyderabad,Education,Series B,6336681,Active
1388,Startup_1388,Founder_224,2005,Mumbai,Education,Series C,20151205,Acquired
1389,Startup_1389,Founder_437,2021,Hyderabad,FinTech,Seed,59524,Active
1390,Startup_1390,Founder_28,2007,Bangalore,Technology,Series C,27463334,Active
1391,Startup_1391,Founder_362,2014,Delhi,Technology,Series C,12737485,Active
1392,Startup_1392,Founder_183,2022,Delhi,FinTech,Series C,43083901,Active
1393,Startup_1393,Founder_434,2023,Bangalore,Technology,Series B,2784988,Active
1394,Startup_1394,Founder_445,2009,Bangalore,Technology,Series B,6724861,Closed
1395,Startup_1395,Founder_300,2006,Delhi,Technology,Series A,1073293,Active
1396,Startup_1396,Founder_127,2015,Hyderabad,Technology,Series B,2217786,Active
1397,Startup_1397,Founder_349,2021,Bangalore,E-Commerce,Series B,6952118,Active
1398,Startup_1398,Founder_429,2010,Bangalore,Technology,Seed,130647,Closed
1399,Startup_1399,Founder_338,2015,Delhi,Healthcare,Series B,6984546,Closed
1400,Startup_1400,Founder_3,2010,Bangalore,Healthcare,Series C,31804707,Closed
1401,Startup_1401,Founder_376,2018,Bangalore,Technology,Seed,178727,Active
1402,Startup_1402,Founder_166,2001,Chennai,Technology,Series C,16210993,Active
